"phylum","class","order","family","genus","species","body_mass_kg","brain_mass_kg","brain_body_ratio"
"Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","Lichenostomus hindwoodi",0.02345,0.00092204,0.0393194029850746
"Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","Lichenostomus keartlandi",0.015,0.00071484,0.047656
"Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","Lichenostomus leucotis",0.0224,0.00092204,0.0411625
"Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","Lichenostomus melanops",0.0267,0.00095312,0.0356973782771536
"Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","Lichenostomus ornatus",0.017,0.000777,0.0457058823529412
"Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","Lichenostomus penicillatus",0.0177,0.00085988,0.048580790960452
"Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","Lichenostomus plumulus",0.0167,0.00089096,0.0533508982035928
"Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","Lichenostomus unicolor",0.031,0.00084952,0.0274038709677419
"Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","Lichenostomus virescens",0.0253,0.00095312,0.0376727272727273
"Chordata","Aves","Passeriformes","Meliphagidae","Lichmera","Lichmera indistincta",0.0103,0.00052836,0.0512970873786408
"Chordata","Aves","Passeriformes","Meliphagidae","Manorina","Manorina flavigula",0.0603,0.00141932,0.0235376451077944
"Chordata","Aves","Passeriformes","Meliphagidae","Manorina","Manorina melanocephala",0.068,0.00192696,0.0283376470588235
"Chordata","Aves","Passeriformes","Meliphagidae","Manorina","Manorina melanophrys",0.03,0.00118104,0.039368
"Chordata","Aves","Passeriformes","Meliphagidae","Meliphaga","Meliphaga gracilis",0.015,0.0006734,0.0448933333333333
"Chordata","Aves","Passeriformes","Meliphagidae","Meliphaga","Meliphaga lewinii",0.0333,0.00121212,0.0364
"Chordata","Aves","Passeriformes","Meliphagidae","Meliphaga","Meliphaga notata",0.026,0.00090132,0.0346661538461538
"Chordata","Aves","Passeriformes","Meliphagidae","Melithreptus","Melithreptus albogularis",0.012,0.00065268,0.05439
"Chordata","Aves","Passeriformes","Meliphagidae","Melithreptus","Melithreptus brevirostris",0.0154,0.00070448,0.0457454545454545
"Chordata","Aves","Passeriformes","Meliphagidae","Melithreptus","Melithreptus lunatus",0.014,0.0006216,0.0444
"Chordata","Aves","Passeriformes","Meliphagidae","Melithreptus","Melithreptus validirostris",0.025,0.00132608,0.0530432
"Chordata","Aves","Passeriformes","Meliphagidae","Myzomela","Myzomela obscura",0.013,0.00052836,0.0406430769230769
"Chordata","Aves","Passeriformes","Meliphagidae","Myzomela","Myzomela sanguinolenta",0.008,0.00035224,0.04403
"Chordata","Aves","Passeriformes","Meliphagidae","Philemon","Philemon argenticeps",0.0874,0.0017612,0.0201510297482838
"Chordata","Aves","Passeriformes","Meliphagidae","Philemon","Philemon buceroides",0.1109,0.0022274,0.0200847610459874
"Chordata","Aves","Passeriformes","Meliphagidae","Philemon","Philemon citreogularis",0.0622,0.00163688,0.0263163987138264
"Chordata","Aves","Passeriformes","Meliphagidae","Philemon","Philemon corniculatus",0.1,0.00205128,0.0205128
"Chordata","Aves","Passeriformes","Meliphagidae","Phylidonyris","Phylidonyris niger",0.0185,0.0008288,0.0448
"Chordata","Aves","Passeriformes","Meliphagidae","Phylidonyris","Phylidonyris novaehollandiae",0.0204,0.0009324,0.0457058823529412
"Chordata","Aves","Passeriformes","Meliphagidae","Plectorhyncha","Plectorhyncha lanceolata",0.04,0.00112924,0.028231
"Chordata","Aves","Passeriformes","Meliphagidae","Purnella","Purnella albifrons",0.0175,0.00074592,0.042624
"Chordata","Aves","Passeriformes","Meliphagidae","Ramsayornis","Ramsayornis modestus",0.011,0.00052836,0.0480327272727273
"Chordata","Aves","Passeriformes","Meliphagidae","Sugomel","Sugomel niger",0.0095,0.00038332,0.0403494736842105
"Chordata","Aves","Passeriformes","Meliphagidae","Trichodere","Trichodere cockerelli",0.015,0.0006734,0.0448933333333333
"Chordata","Aves","Passeriformes","Meliphagidae","Xanthotis","Xanthotis flaviventer",0.035,0.0010878,0.03108
"Chordata","Aves","Passeriformes","Meliphagidae","Xanthotis","Xanthotis macleayana",0.032,0.00094276,0.02946125
"Chordata","Aves","Passeriformes","Menuridae","Menura","Menura novaehollandiae",0.967,0.01079778,0.0111869846754808
"Chordata","Aves","Passeriformes","Mimidae","Dumetella","Dumetella carolinensis",0.033,0.001412,0.0427878787878788
"Chordata","Aves","Passeriformes","Monarchidae","Arses","Arses telescophthalmus",0.013,0.00064232,0.0494092307692308
"Chordata","Aves","Passeriformes","Monarchidae","Carterornis","Carterornis leucotis",0.0121,0.00053872,0.0445223140495868
"Chordata","Aves","Passeriformes","Monarchidae","Grallina","Grallina cyanoleuca",0.088,0.00174048,0.0197781818181818
"Chordata","Aves","Passeriformes","Monarchidae","Monarcha","Monarcha melanopsis",0.023,0.00095312,0.04144
"Chordata","Aves","Passeriformes","Monarchidae","Myiagra","Myiagra alecto",0.0205,0.00075628,0.0368917073170732
"Chordata","Aves","Passeriformes","Monarchidae","Myiagra","Myiagra cyanoleuca",0.017,0.00065268,0.0383929411764706
"Chordata","Aves","Passeriformes","Monarchidae","Myiagra","Myiagra inquieta",0.017,0.00078736,0.0463152941176471
"Chordata","Aves","Passeriformes","Monarchidae","Myiagra","Myiagra rubecula",0.0126,0.00055944,0.0444
"Chordata","Aves","Passeriformes","Monarchidae","Symposiarchus","Symposiarchus trivirgatus",0.0131,0.00065268,0.0498229007633588
"Chordata","Aves","Passeriformes","Motacillidae","Anthus","Anthus novaeseelandiae",0.0264,0.00087024,0.0329636363636364
"Chordata","Aves","Passeriformes","Motacillidae","Motacilla","Motacilla sp.",0.023,0.0005698,0.0247739130434783
"Chordata","Aves","Passeriformes","Nectariniidae","Cinnyris","Cinnyris jugularis",0.009,0.0004144,0.0460444444444444
"Chordata","Aves","Passeriformes","Neosittidae","Daphoenositta","Daphoenositta chrysoptera",0.0118,0.00063196,0.0535559322033898
"Chordata","Aves","Passeriformes","Oreoicidae","Oreoica","Oreoica gutturalis",0.0633,0.00173012,0.0273320695102686
"Chordata","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus flavocinctus",0.0977,0.0021756,0.0222681678607984
"Chordata","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus sagittatus",0.095,0.00203056,0.0213743157894737
"Chordata","Aves","Passeriformes","Oriolidae","Sphecotheres","Sphecotheres vieilloti",0.1226,0.00232064,0.0189285481239804
"Chordata","Aves","Passeriformes","Orthonychidae","Orthonyx","Orthonyx spaldingii",0.1492,0.0030044,0.0201367292225201
"Chordata","Aves","Passeriformes","Orthonychidae","Orthonyx","Orthonyx temminckii",0.059,0.00182336,0.030904406779661
"Chordata","Aves","Passeriformes","Pachycephalidae","Colluricincla","Colluricincla harmonica",0.0676,0.002072,0.0306508875739645
"Chordata","Aves","Passeriformes","Pachycephalidae","Colluricincla","Colluricincla megarhyncha",0.0372,0.00138824,0.0373182795698925
"Chordata","Aves","Passeriformes","Pachycephalidae","Falcunculus","Falcunculus frontatus",0.028,0.00128464,0.04588
"Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala olivacea",0.04,0.00153328,0.038332
"Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala pectoralis",0.0274,0.00116032,0.0423474452554745
"Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala rufiventris",0.0226,0.00106708,0.0472159292035398
"Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala rufogularis",0.037,0.00112924,0.03052
"Chordata","Aves","Passeriformes","Pachycephalidae","Pachycephala","Pachycephala simplex",0.0175,0.00085988,0.049136
"Chordata","Aves","Passeriformes","Paradisaeidae","Ptiloris","Ptiloris magnificus",0.134,0.0029008,0.0216477611940298
"Chordata","Aves","Passeriformes","Paradisaeidae","Ptiloris","Ptiloris paradiseus",0.12,0.00288008,0.0240006666666667
"Chordata","Aves","Passeriformes","Paradisaeidae","Ptiloris","Ptiloris victoriae",0.0965,0.00263144,0.0272688082901554
"Chordata","Aves","Passeriformes","Pardalotidae","Pardalotus","Pardalotus punctatus",0.009,0.0004144,0.0460444444444444
"Chordata","Aves","Passeriformes","Pardalotidae","Pardalotus","Pardalotus striatus",0.0106,0.00053872,0.050822641509434
"Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia",0.021,0.0011,0.0523809523809524
"Chordata","Aves","Passeriformes","Passeridae","Passer","Passer domesticus",0.023415,0.00102315,0.0436969486985766
"Chordata","Aves","Passeriformes","Petroicidae","Drymodes","Drymodes brunneopygia",0.0335,0.0009842,0.0293791044776119
"Chordata","Aves","Passeriformes","Petroicidae","Eopsaltria","Eopsaltria australis",0.0199,0.00089096,0.0447718592964824
"Chordata","Aves","Passeriformes","Petroicidae","Eopsaltria","Eopsaltria georgiana",0.0185,0.000777,0.042
"Chordata","Aves","Passeriformes","Petroicidae","Eopsaltria","Eopsaltria griseogularis",0.0201,0.00085988,0.0427800995024876
"Chordata","Aves","Passeriformes","Petroicidae","Heteromyias","Heteromyias cinereifrons",0.035,0.0010878,0.03108
"Chordata","Aves","Passeriformes","Petroicidae","Melanodryas","Melanodryas cucullata",0.0209,0.0008288,0.0396555023923445
"Chordata","Aves","Passeriformes","Petroicidae","Melanodryas","Melanodryas vittata",0.027,0.001036,0.0383703703703704
"Chordata","Aves","Passeriformes","Petroicidae","Microeca","Microeca fascinans",0.0145,0.00055944,0.0385820689655172
"Chordata","Aves","Passeriformes","Petroicidae","Microeca","Microeca flavigaster",0.0123,0.00052836,0.0429560975609756
"Chordata","Aves","Passeriformes","Petroicidae","Mirafra","Mirafra javanica",0.0225,0.00075628,0.0336124444444444
"Chordata","Aves","Passeriformes","Petroicidae","Peneonanthe","Peneonanthe pulverulenta",0.02,0.00085988,0.042994
"Chordata","Aves","Passeriformes","Petroicidae","Petroica","Petroica boodang",0.0133,0.00053872,0.0405052631578947
"Chordata","Aves","Passeriformes","Petroicidae","Petroica","Petroica goodenovii",0.009,0.00038332,0.0425911111111111
"Chordata","Aves","Passeriformes","Petroicidae","Petroica","Petroica phoenicea",0.013,0.00050764,0.0390492307692308
"Chordata","Aves","Passeriformes","Petroicidae","Petroica","Petroica rodinogaster",0.0099,0.00050764,0.0512767676767677
"Chordata","Aves","Passeriformes","Petroicidae","Petroica","Petroica rosea",0.008,0.00044548,0.055685
"Chordata","Aves","Passeriformes","Petroicidae","Poecilodryas","Poecilodryas cerviniventris",0.0199,0.00074592,0.0374834170854271
"Chordata","Aves","Passeriformes","Petroicidae","Poecilodryas","Poecilodryas superciliosa",0.0179,0.00095312,0.0532469273743017
"Chordata","Aves","Passeriformes","Petroicidae","Tregellasia","Tregellasia capito",0.0136,0.00079772,0.0586558823529412
"Chordata","Aves","Passeriformes","Petroicidae","Tregellasia","Tregellasia leucops",0.0148,0.00061124,0.0413
"Chordata","Aves","Passeriformes","Pittidae","Pitta","Pitta versicolor",0.1,0.00193732,0.0193732
"Chordata","Aves","Passeriformes","Pomatostomidae","Pomatostomus","Pomatostomus halli",0.04,0.0016576,0.04144
"Chordata","Aves","Passeriformes","Pomatostomidae","Pomatostomus","Pomatostomus ruficeps",0.055,0.0024346,0.0442654545454545
"Chordata","Aves","Passeriformes","Pomatostomidae","Pomatostomus","Pomatostomus superciliosus",0.041,0.00157472,0.0384078048780488
"Chordata","Aves","Passeriformes","Pomatostomidae","Pomatostomus","Pomatostomus temporalis",0.0695,0.0019684,0.0283223021582734
"Chordata","Aves","Passeriformes","Psophodidae","Cinclosoma","Cinclosoma cinnamomeum",0.0568,0.00152292,0.0268119718309859
"Chordata","Aves","Passeriformes","Psophodidae","Cinclosoma","Cinclosoma punctatum",0.1116,0.00218596,0.0195874551971326
"Chordata","Aves","Passeriformes","Psophodidae","Psophodes","Psophodes cristatus",0.04,0.0014504,0.03626
"Chordata","Aves","Passeriformes","Psophodidae","Psophodes","Psophodes occidentalis",0.039,0.00137788,0.0353302564102564
"Chordata","Aves","Passeriformes","Psophodidae","Psophodes","Psophodes olivaceus",0.0599,0.00225848,0.0377041736227045
"Chordata","Aves","Passeriformes","Ptilonorhynchidae","Ailuroedus","Ailuroedus crassirostris",0.21,0.00415436,0.0197826666666667
"Chordata","Aves","Passeriformes","Ptilonorhynchidae","Ailuroedus","Ailuroedus maculosus",0.1692,0.0045584,0.0269408983451537
"Chordata","Aves","Passeriformes","Ptilonorhynchidae","Amblyornis","Amblyornis newtonianus",0.079,0.0024864,0.031473417721519
"Chordata","Aves","Passeriformes","Ptilonorhynchidae","Ptilonorhynchus","Ptilonorhynchus maculatus",0.147,0.0037814,0.0257238095238095
"Chordata","Aves","Passeriformes","Ptilonorhynchidae","Ptilonorhynchus","Ptilonorhynchus nuchalis",0.2,0.00519036,0.0259518
"Chordata","Aves","Passeriformes","Ptilonorhynchidae","Ptilonorhynchus","Ptilonorhynchus violaceus",0.198,0.00488992,0.0246965656565657
"Chordata","Aves","Passeriformes","Ptilonorhynchidae","Scenopoeetes","Scenopoeetes dentirostris",0.1655,0.003626,0.0219093655589124
"Chordata","Aves","Passeriformes","Ptilonorhynchidae","Sericulus","Sericulus chrysocephalus",0.104,0.00346024,0.0332715384615385
"Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Rhipidura albiscapa",0.0078,0.00035224,0.0451589743589744
"Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Rhipidura leucophrys",0.0207,0.00060088,0.0290280193236715
"Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Rhipidura rufifrons",0.0097,0.00037296,0.0384494845360825
"Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Rhipidura rufiventris",0.014,0.0005698,0.0407
"Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Sturnus vulgaris",0.057855,0.00184745,0.0319381048032899
"Chordata","Aves","Passeriformes","Turdidae","Sialia","Sialia sialis",0.0315,0.0013365,0.0428382352941176
"Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",0.0693,0.00209,0.0301587301587302
"Chordata","Aves","Passeriformes","Turdidae","Zoothera","Zoothera heinei",0.085,0.0018648,0.0219388235294118
"Chordata","Aves","Passeriformes","Turdidae","Zoothera","Zoothera lunulata",0.1083,0.00223776,0.0206626038781163
"Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","Sayornis phoebe",0.0178,0.0007715,0.0433346487766377
"Chordata","Aves","Passeriformes","Zosteropidae","Zosterops","Zosterops lateralis",0.0118,0.00048692,0.041264406779661
"Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea ibis",0.363,0.00394716,0.0108737190082645
"Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea intermedia",0.525,0.0047,0.00895238095238095
"Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea intermedia intermedia",0.403,0.0042994,0.0106684863523573
"Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea modesta",1.1615,0.00522144,0.00449542832544124
"Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea pacifica",0.91,0.00534576,0.00587446153846154
"Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea sumatrana",1.95,0.00904428,0.00463809230769231
"Chordata","Aves","Pelecaniformes","Ardeidae","Botaurus","Botaurus poiciloptilus",1.16,0.0060088,0.00518
"Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","Butorides striata",0.225,0.00256928,0.0114190222222222
"Chordata","Aves","Pelecaniformes","Ardeidae","Casmerodius","Casmerodius albus",1.03,0.00612,0.00594174757281553
"Chordata","Aves","Pelecaniformes","Ardeidae","Egretta","Egretta novaehollandiae",0.58,0.00405076,0.00698406896551724
"Chordata","Aves","Pelecaniformes","Ardeidae","Ixobrychus","Ixobrychus dubius",0.0895,0.0017094,0.0190994413407821
"Chordata","Aves","Pelecaniformes","Ardeidae","Ixobrychus","Ixobrychus flavicollis",0.3665,0.0026936,0.00734952251023192
"Chordata","Aves","Pelecaniformes","Ardeidae","Nycticorax","Nycticorax caledonicus",0.725,0.0057498,0.00793075862068966
"Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus conspicillatus",5.4,0.02577568,0.00477327407407407
"Chordata","Aves","Pelecaniformes","Pelecanidae","Pelicanus","Pelicanus occidentalis",3.29,0.01745,0.00530395136778115
"Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Microcarbo","Microcarbo melanoleucos",0.65,0.00553224,0.00851113846153846
"Chordata","Aves","Pelecaniformes","Scopidae","Scopus","Scopus umbretta",0.3175,0.00393,0.0123779527559055
"Chordata","Aves","Pelecaniformes","Threskiornithidae","Platalea","Platalea flavipes",1.871,0.01152032,0.00615730625334046
"Chordata","Aves","Pelecaniformes","Threskiornithidae","Platalea","Platalea regia",1.735,0.0118104,0.0068071469740634
"Chordata","Aves","Pelecaniformes","Threskiornithidae","Plegadis","Plegadis falcinellus",0.5325,0.00530432,0.00996116431924883
"Chordata","Aves","Pelecaniformes","Threskiornithidae","Threskiornis","Threskiornis molucca",1.825,0.0102564,0.00561994520547945
"Chordata","Aves","Pelecaniformes","Threskiornithidae","Threskiornis","Threskiornis spinicollis",1.36,0.00871276,0.00640644117647059
"Chordata","Aves","Phaethontiformes","Phaethontidae","Phaethon","Phaethon rubricauda",0.8,0.00468272,0.0058534
"Chordata","Aves","Phoenicopteriformes","Phoenicopteridae","Phoeniconaias","Phoeniconaias minor",1.5405,0.00752,0.00487548283972633
"Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Podiceps cristatus",1.1,0.00322196,0.00292905454545455
"Chordata","Aves","Podicipediformes","Podicipedidae","Poliocephalus","Poliocephalus poliocephalus",0.24,0.00178192,0.00742466666666667
"Chordata","Aves","Podicipediformes","Podicipedidae","Tachybaptus","Tachybaptus novaehollandiae",0.165,0.00171976,0.0104227878787879
"Chordata","Aves","Procellariiformes","Diomedeidae","Diomedea","Diomedea exulans",8.59,0.029267,0.00340710128055879
"Chordata","Aves","Procellariiformes","Diomedeidae","Phoebetria","Phoebetria palpebrata",2.8,0.01754984,0.0062678
"Chordata","Aves","Procellariiformes","Diomedeidae","Thalassarche","Thalassarche cauta",4.025,0.02003624,0.00497794782608696
"Chordata","Aves","Procellariiformes","Diomedeidae","Thalassarche","Thalassarche chrysostoma",3.41,0.0198394,0.00581800586510264
"Chordata","Aves","Procellariiformes","Oceanitidae","Oceanites","Oceanites oceanicus",0.035,0.00073556,0.021016
"Chordata","Aves","Procellariiformes","Oceanitidae","Pelagodroma","Pelagodroma marina",0.055,0.00100492,0.0182712727272727
"Chordata","Aves","Procellariiformes","Procellariidae","Ardenna","Ardenna grisea",0.8,0.00550116,0.00687645
"Chordata","Aves","Procellariiformes","Procellariidae","Ardenna","Ardenna pacifica",0.465,0.00411292,0.00884498924731183
"Chordata","Aves","Procellariiformes","Procellariidae","Ardenna","Ardenna tenuirostris",0.585,0.004662,0.00796923076923077
"Chordata","Aves","Procellariiformes","Procellariidae","Daption","Daption capense",0.44,0.00520072,0.0118198181818182
"Chordata","Aves","Procellariiformes","Procellariidae","Fulmarus","Fulmarus glacialoides",0.8,0.00772856,0.0096607
"Chordata","Aves","Procellariiformes","Procellariidae","Halobaena","Halobaena caerulea",0.201,0.00286972,0.0142772139303483
"Chordata","Aves","Procellariiformes","Procellariidae","Lugensa","Lugensa brevirostris",0.357,0.00441336,0.0123623529411765
"Chordata","Aves","Procellariiformes","Procellariidae","Macronectes","Macronectes giganteus",4.34,0.01858584,0.00428245161290323
"Chordata","Aves","Procellariiformes","Procellariidae","Pachyptila","Pachyptila belcheri",0.149,0.002072,0.0139060402684564
"Chordata","Aves","Procellariiformes","Procellariidae","Pachyptila","Pachyptila desolata",0.152,0.0021756,0.0143131578947368
"Chordata","Aves","Procellariiformes","Procellariidae","Pachyptila","Pachyptila salvini",0.162,0.00213416,0.0131738271604938
"Chordata","Aves","Procellariiformes","Procellariidae","Pachyptila","Pachyptila turtur",0.1279,0.002072,0.0162001563721658
"Chordata","Aves","Procellariiformes","Procellariidae","Pelecanoides","Pelecanoides urinatrix",0.15,0.00175084,0.0116722666666667
"Chordata","Aves","Procellariiformes","Procellariidae","Procellaria","Procellaria aequinoctialis",1.369,0.00931364,0.00680324324324324
"Chordata","Aves","Procellariiformes","Procellariidae","Procellaria","Procellaria cinerea",1.032,0.00879564,0.00852290697674419
"Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","Pterodroma lessonii",0.692,0.00608132,0.00878803468208093
"Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","Pterodroma leucoptera",0.18,0.00256928,0.0142737777777778
"Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","Pterodroma macroptera",0.58,0.00505568,0.00871668965517241
"Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","Puffinus gavia",0.266,0.00302512,0.0113726315789474
"Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","Puffinus griseus",0.268,0.00301,0.0112313432835821
"Chordata","Aves","Psittaciformes","Cacatuidae","Cacatua","Cacatua galerita",0.728,0.01475264,0.0202646153846154
"Chordata","Aves","Psittaciformes","Cacatuidae","Cacatua","Cacatua pastinator",0.765,0.01138564,0.0148831895424837
"Chordata","Aves","Psittaciformes","Cacatuidae","Cacatua","Cacatua sanguinea",0.472,0.00923076,0.0195566949152542
"Chordata","Aves","Psittaciformes","Cacatuidae","Cacatua","Cacatua tenuirostris",0.565,0.01102304,0.0195098053097345
"Chordata","Aves","Psittaciformes","Cacatuidae","Callocephalon","Callocephalon fimbriatum",0.25,0.00774928,0.03099712
"Chordata","Aves","Psittaciformes","Cacatuidae","Calyptorhynchus","Calyptorhynchus banksii",0.67,0.0123802,0.0184779104477612
"Chordata","Aves","Psittaciformes","Cacatuidae","Calyptorhynchus","Calyptorhynchus baudinii",0.66,0.01515668,0.0229646666666667
"Chordata","Aves","Psittaciformes","Cacatuidae","Calyptorhynchus","Calyptorhynchus funereus",0.66,0.01562288,0.0236710303030303
"Chordata","Aves","Psittaciformes","Cacatuidae","Calyptorhynchus","Calyptorhynchus lathami",0.463,0.01013208,0.0218835421166307
"Chordata","Aves","Psittaciformes","Cacatuidae","Calyptorhynchus","Calyptorhynchus latirostris",0.65,0.014763,0.0227123076923077
"Chordata","Aves","Psittaciformes","Cacatuidae","Eolophus","Eolophus roseicapillus",0.312,0.00666148,0.0213508974358974
"Chordata","Aves","Psittaciformes","Cacatuidae","Lophochroa","Lophochroa leadbeateri",0.387,0.00877492,0.0226742118863049
"Chordata","Aves","Psittaciformes","Cacatuidae","Nymphicus","Nymphicus hollandicus",0.08815,0.00247604,0.0280889393079977
"Chordata","Aves","Psittaciformes","Cacatuidae","Probosciger","Probosciger aterrimus",0.806,0.021238,0.0263498759305211
"Chordata","Aves","Psittaciformes","Psittacidae","Eclectus","Eclectus roratus",0.507,0.00762496,0.0150393688362919
"Chordata","Aves","Psittaciformes","Psittacidae","Geoffroyus","Geoffroyus geoffroyi",0.152,0.00441336,0.0290352631578947
"Chordata","Aves","Psittaciformes","Psittacidae","Psitteuteles","Psitteuteles versicolor",0.0536,0.002072,0.0386567164179104
"Chordata","Aves","Psittaciformes","Psittaculidae","Alisterus","Alisterus scapularis",0.207,0.00464128,0.0224216425120773
"Chordata","Aves","Psittaciformes","Psittaculidae","Aprosmictus","Aprosmictus erythropterus",0.155,0.0039886,0.0257329032258065
"Chordata","Aves","Psittaciformes","Psittaculidae","Barnardius","Barnardius zonarius",0.1416,0.00405076,0.0286070621468927
"Chordata","Aves","Psittaciformes","Psittaculidae","Cyclopsitta","Cyclopsitta diophthalma",0.0366,0.0017612,0.048120218579235
"Chordata","Aves","Psittaciformes","Psittaculidae","Glossopsitta","Glossopsitta concinna",0.07,0.00297332,0.042476
"Chordata","Aves","Psittaciformes","Psittaculidae","Glossopsitta","Glossopsitta porphyrocephala",0.045,0.00195804,0.043512
"Chordata","Aves","Psittaciformes","Psittaculidae","Glossopsitta","Glossopsitta pusilla",0.0415,0.00164724,0.0396925301204819
"Chordata","Aves","Psittaciformes","Psittaculidae","Lathamus","Lathamus discolor",0.065,0.00245532,0.0377741538461538
"Chordata","Aves","Psittaciformes","Psittaculidae","Melopsittacus","Melopsittacus undulatus",0.026,0.001554,0.0597692307692308
"Chordata","Aves","Psittaciformes","Psittaculidae","Neophema","Neophema chrysostoma",0.055,0.00159544,0.029008
"Chordata","Aves","Psittaciformes","Psittaculidae","Neophema","Neophema elegans",0.0425,0.00132608,0.0312018823529412
"Chordata","Aves","Psittaciformes","Psittaculidae","Neophema","Neophema petrophila",0.055,0.0017612,0.0320218181818182
"Chordata","Aves","Psittaciformes","Psittaculidae","Neophema","Neophema pulchella",0.04,0.00133644,0.033411
"Chordata","Aves","Psittaciformes","Psittaculidae","Neophema","Neophema splendida",0.0385,0.00132608,0.0344436363636364
"Chordata","Aves","Psittaciformes","Psittaculidae","Neopsephotus","Neopsephotus bourkii",0.045,0.001295,0.0287777777777778
"Chordata","Aves","Psittaciformes","Psittaculidae","Northiella","Northiella haematogaster",0.078,0.0024864,0.0318769230769231
"Chordata","Aves","Psittaciformes","Psittaculidae","Pezoporus","Pezoporus wallicus",0.0775,0.00275576,0.0355581935483871
"Chordata","Aves","Psittaciformes","Psittaculidae","Platycercus","Platycercus adscitus",0.1035,0.00317016,0.0306295652173913
"Chordata","Aves","Psittaciformes","Psittaculidae","Platycercus","Platycercus caledonicus",0.128,0.00376068,0.0293803125
"Chordata","Aves","Psittaciformes","Psittaculidae","Platycercus","Platycercus elegans",0.124,0.00391608,0.0315812903225806
"Chordata","Aves","Psittaciformes","Psittaculidae","Platycercus","Platycercus eximius",0.105,0.00311836,0.0296986666666667
"Chordata","Aves","Psittaciformes","Psittaculidae","Platycercus","Platycercus icterotis",0.065,0.00246568,0.0379335384615385
"Chordata","Aves","Psittaciformes","Psittaculidae","Platycercus","Platycercus venustus",0.0925,0.00265216,0.028672
"Chordata","Aves","Psittaciformes","Psittaculidae","Polytelis","Polytelis alexandrae",0.105,0.00267288,0.025456
"Chordata","Aves","Psittaciformes","Psittaculidae","Polytelis","Polytelis anthopeplus",0.175,0.0039886,0.022792
"Chordata","Aves","Psittaciformes","Psittaculidae","Polytelis","Polytelis swainsonii",0.145,0.0034706,0.0239351724137931
"Chordata","Aves","Psittaciformes","Psittaculidae","Psephotus","Psephotus chrysopterygius",0.04115,0.0014504,0.0352466585662211
"Chordata","Aves","Psittaciformes","Psittaculidae","Psephotus","Psephotus dissimilis",0.0475,0.00180264,0.0379503157894737
"Chordata","Aves","Psittaciformes","Psittaculidae","Psephotus","Psephotus haematonotus",0.0625,0.00204092,0.03265472
"Chordata","Aves","Psittaciformes","Psittaculidae","Psephotus","Psephotus varius",0.055,0.00185444,0.0337170909090909
"Chordata","Aves","Psittaciformes","Psittaculidae","Purpureicephalus","Purpureicephalus spurius",0.115,0.00361564,0.031440347826087
"Chordata","Aves","Psittaciformes","Psittaculidae","Trichoglossus","Trichoglossus chlorolepidotus",0.0869,0.0031598,0.036361334867664
"Chordata","Aves","Psittaciformes","Psittaculidae","Trichoglossus","Trichoglossus haematodus",0.125,0.00379176,0.03033408
"Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Eudyptula minor",1.1,0.00762496,0.00693178181818182
"Chordata","Aves","Strigiformes","Strigidae","Ninox","Ninox connivens",0.522,0.0066304,0.0127019157088123
"Chordata","Aves","Strigiformes","Strigidae","Ninox","Ninox novaeseelandiae",0.234,0.00572908,0.0244832478632479
